frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
13122, 437.367, 0.973448, 1, -0.0797887, 0.0258951, -0.996475, -0.336801, 0.045802, -0.940461, -0.246642, 0.253613, -0.935333, -0.488275, 0.2681, -0.830488
13123, 437.4, 0.966473, 1, -0.0355919, 0.0213405, -0.999139, -0.324153, 0.0493389, -0.944717, -0.214622, 0.24117, -0.946454, -0.484619, 0.271396, -0.831558
13124, 437.433, 0.966493, 1, -0.0643929, 0.0283517, -0.997522, -0.307627, 0.0328284, -0.950941, -0.236186, 0.250077, -0.938977, -0.466321, 0.253717, -0.84745
13125, 437.467, 0.971094, 1, -0.0775973, 0.0146008, -0.996878, -0.322699, 0.033422, -0.945911, -0.244119, 0.236075, -0.940571, -0.475043, 0.251421, -0.84328
13126, 437.5, 0.96939, 1, -0.0461258, 0.0194989, -0.998745, -0.32796, 0.028092, -0.944274, -0.228944, 0.246578, -0.941692, -0.493738, 0.256358, -0.830965
13127, 437.533, 0.969038, 1, -0.0583258, 0.0245362, -0.997996, -0.337773, 0.0183195, -0.941049, -0.238831, 0.263146, -0.934727, -0.502595, 0.253488, -0.826524
13128, 437.567, 0.972137, 1, -0.00585301, 0.0107854, -0.999925, -0.325928, 0.0202567, -0.945178, -0.179211, 0.26083, -0.948605, -0.483113, 0.266678, -0.833957
13129, 437.6, 0.983972, 1, -0.0032225, 0.00406207, -0.999987, -0.317798, 0.0238623, -0.947858, -0.175358, 0.258136, -0.950061, -0.473804, 0.273478, -0.83709
13130, 437.633, 0.979861, 1, 0.00161262, -0.00537668, -0.999984, -0.326602, 0.0224617, -0.944895, -0.177656, 0.234356, -0.95578, -0.486023, 0.267667, -0.831947
13131, 437.667, 0.987408, 1, -0.00173044, -0.00651928, -0.999977, -0.371051, 0.0166651, -0.928463, -0.174563, 0.239466, -0.955083, -0.522019, 0.263831, -0.811104
13132, 437.7, 0.982046, 1, -0.0399636, 0.0107929, -0.999143, -0.329606, 0.0175478, -0.943955, -0.221602, 0.25857, -0.940231, -0.493855, 0.268008, -0.827212
13133, 437.733, 0.987539, 1, -0.0299315, 0.00355483, -0.999546, -0.359077, 0.0296961, -0.932835, -0.195007, 0.251523, -0.948002, -0.504465, 0.27773, -0.817546
13134, 437.767, 0.987084, 1, -0.0123254, 0.000820848, -0.999924, -0.364999, 0.0335375, -0.930404, -0.183, 0.242753, -0.952671, -0.512884, 0.280835, -0.811222
13135, 437.8, 0.979089, 1, -0.0272819, 0.00484127, -0.999616, -0.353457, 0.0378042, -0.934687, -0.203368, 0.240142, -0.949196, -0.506732, 0.280946, -0.815041
13136, 437.833, 0.98761, 1, -0.0101028, -0.0133379, -0.99986, -0.361279, 0.00267162, -0.932454, -0.179729, 0.228997, -0.956691, -0.510967, 0.249531, -0.822586
13137, 437.867, 0.981586, 1, 0.00386672, -0.0121069, -0.999919, -0.338322, 0.00607335, -0.941011, -0.171885, 0.227884, -0.958397, -0.494149, 0.255824, -0.830885
13138, 437.9, 0.986492, 1, -0.0471881, -0.0067175, -0.998863, -0.373617, 0.0111519, -0.927516, -0.210706, 0.241037, -0.947367, -0.517345, 0.26116, -0.814954
13139, 437.933, 0.983556, 1, -0.0245858, -0.00703134, -0.999673, -0.350917, 0.0122444, -0.936327, -0.194545, 0.230446, -0.95344, -0.500795, 0.259053, -0.825891
13140, 437.967, 0.978766, 1, 0.0199738, -0.000315364, -0.9998, -0.358402, 0.02633, -0.933196, -0.155998, 0.219929, -0.962962, -0.510311, 0.263751, -0.818546
13141, 438, 0.980876, 1, -0.032393, 0.0126829, -0.999395, -0.372043, 0.039342, -0.927381, -0.205339, 0.242841, -0.948084, -0.521657, 0.27767, -0.806705
13142, 438.033, 0.986542, 1, -0.0216285, 0.0117927, -0.999697, -0.367651, 0.0355981, -0.929282, -0.192765, 0.246874, -0.949681, -0.516511, 0.277593, -0.810036
13143, 438.067, 0.981427, 1, -0.0059861, -0.00510779, -0.999969, -0.345941, 0.0327398, -0.937685, -0.184939, 0.215259, -0.958885, -0.500989, 0.266564, -0.82338
13144, 438.1, 0.982486, 1, -0.036963, 0.000624358, -0.999316, -0.378472, 0.0134067, -0.925516, -0.210581, 0.221757, -0.952092, -0.530252, 0.243368, -0.81216
13145, 438.133, 0.985838, 1, -0.0436159, 0.00403204, -0.99904, -0.382714, 0.0107925, -0.923804, -0.213955, 0.238453, -0.947293, -0.53223, 0.250854, -0.808581
13146, 438.167, 0.980555, 1, -0.0133231, -0.0048858, -0.999899, -0.361126, 0.0374922, -0.931763, -0.190692, 0.219201, -0.956863, -0.513259, 0.272769, -0.813734
13147, 438.2, 0.98586, 1, 0.0200081, -0.00274073, -0.999796, -0.356401, 0.0258311, -0.933976, -0.1543, 0.223419, -0.962432, -0.5081, 0.262117, -0.820444
13148, 438.233, 0.981335, 1, -0.00585759, 0.0238678, -0.999698, -0.316939, 0.0168534, -0.948296, -0.189002, 0.263323, -0.946012, -0.483844, 0.264963, -0.83408
13149, 438.267, 0.982778, 1, -0.0241466, 0.0260686, -0.999368, -0.35912, 0.0186114, -0.933106, -0.20631, 0.27143, -0.940086, -0.522161, 0.266259, -0.810219
13150, 438.3, 0.982709, 1, -0.00729097, 0.00899761, -0.999933, -0.348075, 0.0132969, -0.937373, -0.186794, 0.26898, -0.944858, -0.508703, 0.27248, -0.816686
13151, 438.333, 0.98683, 1, -0.025791, -0.00775821, -0.999637, -0.347873, 0.0145945, -0.937428, -0.19394, 0.259888, -0.945963, -0.497449, 0.279877, -0.821105
13152, 438.367, 0.982223, 1, -0.0455846, 0.000698676, -0.99896, -0.346071, 0.0248839, -0.937878, -0.223403, 0.256375, -0.940406, -0.503554, 0.283082, -0.81627
13153, 438.4, 0.981818, 1, -0.0716958, -0.00213184, -0.997424, -0.364481, 0.0254946, -0.930862, -0.245073, 0.264283, -0.932788, -0.517284, 0.289111, -0.805501
13154, 438.433, 0.983075, 1, -0.0634376, -0.00636544, -0.997966, -0.363196, 0.0244376, -0.931392, -0.236093, 0.266487, -0.934476, -0.515323, 0.292255, -0.805624
13155, 438.467, 0.986161, 1, -0.0411082, -0.0138061, -0.999059, -0.365827, 0.0283153, -0.930252, -0.210276, 0.25978, -0.942496, -0.513349, 0.296129, -0.805469
13156, 438.5, 0.983104, 1, -0.0373787, -0.00412673, -0.999293, -0.366945, 0.0275373, -0.929835, -0.215862, 0.24876, -0.944205, -0.522382, 0.281564, -0.804885
13157, 438.533, 0.985258, 1, -0.036388, -0.00520232, -0.999324, -0.362693, 0.0273619, -0.931507, -0.208421, 0.255651, -0.944036, -0.51353, 0.285286, -0.809258
13158, 438.567, 0.982148, 1, -0.0564038, 0.0115816, -0.998341, -0.340482, 0.0268289, -0.939868, -0.231763, 0.257625, -0.938038, -0.497558, 0.275854, -0.822399
13159, 438.6, 0.987144, 1, -0.0338209, 0.0134236, -0.999338, -0.356391, 0.0333432, -0.933742, -0.202711, 0.269176, -0.941516, -0.505928, 0.287683, -0.813188
13160, 438.633, 0.98352, 1, 0.0282958, -0.0057722, -0.999583, -0.337911, 0.0335043, -0.940582, -0.150797, 0.237492, -0.959613, -0.494421, 0.283041, -0.821849
13161, 438.667, 0.987277, 1, -0.00856794, 0.000959375, -0.999963, -0.362562, 0.0353833, -0.931288, -0.179144, 0.259991, -0.948848, -0.511258, 0.292815, -0.808006
13162, 438.7, 0.982117, 1, -0.0188232, 0.0159769, -0.999695, -0.321785, 0.0275007, -0.946413, -0.205735, 0.275914, -0.938906, -0.490374, 0.288507, -0.822373
13163, 438.733, 0.982975, 1, -0.0510264, 0.017097, -0.998551, -0.324635, 0.0232518, -0.945554, -0.229585, 0.296974, -0.926875, -0.487324, 0.298323, -0.820682
13164, 438.767, 0.988791, 1, -0.0564548, 0.00665194, -0.998383, -0.357707, 0.0310294, -0.933318, -0.223198, 0.286741, -0.931645, -0.50567, 0.304418, -0.807235
13165, 438.8, 0.982406, 1, 0.0261131, -0.00373749, -0.999652, -0.365145, 0.033394, -0.930351, -0.155092, 0.251031, -0.955474, -0.521276, 0.291498, -0.80206
13166, 438.833, 0.982185, 1, -0.00374833, 0.0046305, -0.999982, -0.358228, 0.0254823, -0.933286, -0.180803, 0.267437, -0.946461, -0.513985, 0.287547, -0.808169
13167, 438.867, 0.98327, 1, -0.0365206, 0.00595718, -0.999315, -0.364151, 0.0313072, -0.930814, -0.213678, 0.276333, -0.937007, -0.519887, 0.296805, -0.801015
13168, 438.9, 0.983515, 1, -0.0643181, 0.00551116, -0.997914, -0.376867, 0.0391176, -0.925441, -0.236251, 0.278135, -0.931035, -0.527056, 0.303631, -0.793738
13169, 438.933, 0.986206, 1, -0.067173, 0.00609282, -0.997723, -0.37462, 0.0378478, -0.926406, -0.233341, 0.280452, -0.931074, -0.520432, 0.303471, -0.798158
13170, 438.967, 0.982472, 1, -0.0128411, -0.00527516, -0.999904, -0.350705, 0.0255253, -0.936138, -0.192003, 0.244168, -0.950535, -0.508021, 0.277068, -0.815566
13171, 439, 0.98812, 1, -0.0326339, 0.00934441, -0.999424, -0.365332, 0.019022, -0.930683, -0.201976, 0.267344, -0.942196, -0.515639, 0.274771, -0.811552
13172, 439.033, 0.983679, 1, -0.0425918, 0.020783, -0.998876, -0.338401, 0.0219099, -0.940747, -0.2297, 0.276861, -0.933052, -0.507329, 0.278342, -0.815563
13173, 439.067, 0.985231, 1, -0.0135508, 0.0245628, -0.999606, -0.359503, 0.0165968, -0.932996, -0.193827, 0.291231, -0.936811, -0.521144, 0.278017, -0.806917
13174, 439.1, 0.987828, 1, -0.0341466, 0.00445208, -0.999407, -0.370696, 0.0297639, -0.928277, -0.204322, 0.267291, -0.941705, -0.52021, 0.286499, -0.80455
13175, 439.133, 0.985238, 1, -0.0404644, 0.0228208, -0.99892, -0.340563, 0.0415092, -0.939305, -0.228793, 0.28674, -0.930287, -0.508446, 0.303403, -0.805872
13176, 439.167, 0.985762, 1, -0.0413703, 0.0274202, -0.998768, -0.344207, 0.0332914, -0.938303, -0.224465, 0.308231, -0.924451, -0.508935, 0.307171, -0.804134
13177, 439.2, 0.982769, 1, -0.0274776, 0.0306875, -0.999151, -0.334164, 0.0109729, -0.942451, -0.202937, 0.317076, -0.926434, -0.495108, 0.290958, -0.818664
13178, 439.233, 0.986553, 1, -0.0310089, 0.00239753, -0.999516, -0.366572, 0.0391802, -0.929564, -0.201584, 0.285393, -0.936971, -0.515698, 0.312884, -0.797596
13179, 439.267, 0.98357, 1, -0.0324935, 0.0234797, -0.999196, -0.338943, 0.0344476, -0.940176, -0.21936, 0.297097, -0.929309, -0.506351, 0.305257, -0.80649
13180, 439.3, 0.984313, 1, -0.0353533, 0.0310283, -0.998893, -0.351929, 0.0424645, -0.935063, -0.218363, 0.300929, -0.92831, -0.515228, 0.305549, -0.800737
13181, 439.333, 0.986556, 1, -0.04633, 0.0211032, -0.998703, -0.378873, 0.0321765, -0.924889, -0.217295, 0.284846, -0.93362, -0.529638, 0.289421, -0.79732
13182, 439.367, 0.987426, 1, -0.0376581, 0.0150584, -0.999177, -0.373156, 0.0416593, -0.926833, -0.208524, 0.285349, -0.935465, -0.522734, 0.304691, -0.796186
13183, 439.4, 0.983526, 1, -0.0457689, 0.0422331, -0.998059, -0.346018, 0.0365235, -0.937517, -0.22841, 0.308752, -0.92331, -0.510921, 0.301358, -0.805073
13184, 439.433, 0.98503, 1, -0.047782, 0.0427336, -0.997943, -0.335143, 0.0315741, -0.941638, -0.22447, 0.316313, -0.921715, -0.496653, 0.300361, -0.814322
13185, 439.467, 0.986858, 1, -0.0382184, -0.000240989, -0.999269, -0.378904, 0.0359525, -0.924737, -0.207571, 0.275051, -0.938755, -0.525925, 0.30335, -0.794596
13186, 439.5, 0.98436, 1, -0.00352012, 0.0270241, -0.999629, -0.319117, 0.0288863, -0.947275, -0.193142, 0.299519, -0.934336, -0.490825, 0.302152, -0.817187
13187, 439.533, 0.985009, 1, -0.0389743, 0.0127213, -0.999159, -0.336357, 0.0226604, -0.941462, -0.225283, 0.297514, -0.927757, -0.504199, 0.301597, -0.809211
13188, 439.567, 0.986326, 1, -0.0398468, 0.00543865, -0.999191, -0.334917, 0.0172495, -0.94209, -0.225662, 0.303696, -0.92566, -0.502497, 0.307313, -0.808119
13189, 439.6, 0.987208, 1, 0.00511412, 0.0111057, -0.999925, -0.329559, 0.0195733, -0.943932, -0.172322, 0.304631, -0.936752, -0.489599, 0.306883, -0.816159
13190, 439.633, 0.987056, 1, -0.0473678, -0.0109483, -0.998818, -0.349559, 0.0296815, -0.936444, -0.226685, 0.280174, -0.9328, -0.507583, 0.31278, -0.802825
13191, 439.667, 0.986291, 1, -0.0241892, -0.00502072, -0.999695, -0.367024, 0.0260176, -0.929848, -0.198632, 0.288284, -0.936717, -0.519441, 0.311729, -0.795617
13192, 439.7, 0.986734, 1, -0.0446092, 0.0044978, -0.998994, -0.361243, 0.0301555, -0.931984, -0.214577, 0.296022, -0.930767, -0.511088, 0.314683, -0.799852
13193, 439.733, 0.984715, 1, -0.0377844, -0.0052467, -0.999272, -0.35491, 0.0409639, -0.934002, -0.219209, 0.260829, -0.940168, -0.511885, 0.307869, -0.801992
13194, 439.767, 0.984831, 1, -0.0425513, 0.00377342, -0.999087, -0.352427, 0.0326227, -0.935271, -0.213283, 0.277636, -0.936712, -0.5027, 0.305483, -0.808686
13195, 439.8, 0.984791, 1, -0.0287929, 0.00492607, -0.999573, -0.359634, 0.0338643, -0.932479, -0.206606, 0.257065, -0.94405, -0.514083, 0.292675, -0.806263
13196, 439.833, 0.985782, 1, -0.0311247, 0.014229, -0.999414, -0.371554, 0.036237, -0.927704, -0.205245, 0.281896, -0.937235, -0.522948, 0.305526, -0.795725
13197, 439.867, 0.98631, 1, -0.0274915, -0.00059823, -0.999622, -0.375823, 0.0259407, -0.926328, -0.1983, 0.278047, -0.939876, -0.523932, 0.303405, -0.79589
13198, 439.9, 0.986775, 1, -0.0086915, -0.013204, -0.999875, -0.348698, 0.032592, -0.936668, -0.185745, 0.246424, -0.951196, -0.500992, 0.300056, -0.811772
13199, 439.933, 0.98783, 1, -0.0405761, 0.00946708, -0.999132, -0.370075, 0.0102443, -0.928945, -0.213464, 0.281918, -0.935391, -0.523173, 0.285808, -0.802872
13200, 439.967, 0.986395, 1, -0.054674, 0.0138806, -0.998408, -0.370942, 0.0115296, -0.928585, -0.223268, 0.291876, -0.930032, -0.521027, 0.290512, -0.802579
13201, 440, 0.985307, 1, -0.0159971, -0.00932349, -0.999829, -0.358923, 0.0277274, -0.932955, -0.196506, 0.253943, -0.947047, -0.514246, 0.298715, -0.803941
13202, 440.033, 0.987295, 1, -0.0428645, 0.0193452, -0.998894, -0.341377, 0.00528652, -0.939912, -0.22969, 0.309425, -0.922767, -0.511113, 0.295849, -0.806993
13203, 440.067, 0.98751, 1, -0.0436511, 0.00204795, -0.999045, -0.359478, 0.0167871, -0.933002, -0.216528, 0.285583, -0.933573, -0.512221, 0.300708, -0.80449
13204, 440.1, 0.986697, 1, -0.0269319, -0.00703297, -0.999613, -0.358218, 0.0173822, -0.933476, -0.20023, 0.276974, -0.939784, -0.510265, 0.301154, -0.805566
13205, 440.133, 0.98575, 1, -0.025475, -0.00526144, -0.999662, -0.354942, 0.0176307, -0.934722, -0.208444, 0.254339, -0.944385, -0.514964, 0.284462, -0.808637
13206, 440.167, 0.987011, 1, -0.0188477, 0.000128429, -0.999822, -0.323346, 0.0278869, -0.94587, -0.210035, 0.277749, -0.937412, -0.493616, 0.305801, -0.814143
13207, 440.2, 0.985215, 1, -0.067403, 0.00135241, -0.997725, -0.342532, 0.0211733, -0.939267, -0.251761, 0.281977, -0.9258, -0.507818, 0.296921, -0.808677
13208, 440.233, 0.986096, 1, -0.079586, 0.00741068, -0.9968, -0.360297, 0.027782, -0.932424, -0.258164, 0.288546, -0.922005, -0.519427, 0.30098, -0.799754
13209, 440.267, 0.986601, 1, -0.0388014, -0.0106609, -0.99919, -0.34634, 0.015011, -0.937989, -0.217925, 0.270541, -0.937719, -0.506115, 0.288497, -0.812784
13210, 440.3, 0.985873, 1, -0.0543461, 0.000912364, -0.998522, -0.369967, 0.0120697, -0.928967, -0.227519, 0.278991, -0.932952, -0.524116, 0.280621, -0.804086
13211, 440.333, 0.98705, 1, 0.0387865, 0.037932, -0.998527, -0.340172, 0.0594715, -0.938481, -0.12839, 0.310318, -0.941923, -0.488757, 0.325706, -0.80934
13212, 440.367, 0.981554, 1, 0.0660562, 0.0441697, -0.996838, -0.330789, 0.0642443, -0.941515, -0.115799, 0.30144, -0.946427, -0.491248, 0.32688, -0.807356
13213, 440.4, 0.981679, 1, 0.059912, 0.102544, -0.992923, -0.344827, 0.141186, -0.927987, -0.132947, 0.356938, -0.924619, -0.510601, 0.393175, -0.764657
13214, 440.433, 0.976685, 1, 0.0350729, 0.0914171, -0.995195, -0.346702, 0.156534, -0.924821, -0.162271, 0.347773, -0.92343, -0.514027, 0.404838, -0.756229
13215, 440.467, 0.975592, 1, -0.0198375, 0.0804081, -0.996565, -0.309162, 0.140454, -0.94058, -0.211715, 0.341413, -0.915759, -0.47803, 0.392575, -0.785731
13216, 440.5, 0.980162, 1, -0.0288448, 0.0526549, -0.998196, -0.264299, 0.123867, -0.956453, -0.233852, 0.326177, -0.915927, -0.448351, 0.388746, -0.804896
13217, 440.533, 0.975662, 1, -0.0181119, 0.0488955, -0.99864, -0.283687, 0.112913, -0.952246, -0.217872, 0.322866, -0.921026, -0.462017, 0.37815, -0.802211
13218, 440.567, 0.978487, 1, -0.0194591, 0.0392837, -0.999039, -0.282402, 0.113254, -0.952587, -0.213526, 0.306203, -0.92771, -0.455142, 0.371857, -0.809054
13219, 440.6, 0.975487, 1, 0.0128423, 0.0526613, -0.99853, -0.284982, 0.0985351, -0.953455, -0.174105, 0.313413, -0.93352, -0.453127, 0.354127, -0.818089
13220, 440.633, 0.982088, 1, 0.0325909, 0.0352191, -0.998848, -0.295448, 0.0918974, -0.950929, -0.154618, 0.313353, -0.936965, -0.461509, 0.364006, -0.809017
13221, 440.667, 0.984756, 1, 0.02904, 0.0426802, -0.998667, -0.306336, 0.0841096, -0.9482, -0.155035, 0.334727, -0.929474, -0.470027, 0.369267, -0.801696
13222, 440.7, 0.986432, 1, 0.0521261, 0.0334405, -0.99808, -0.331871, 0.0829122, -0.939674, -0.131077, 0.331152, -0.934429, -0.491581, 0.372257, -0.787257
13223, 440.733, 0.98627, 1, 0.0564523, 0.0218582, -0.998166, -0.312703, 0.0783191, -0.946617, -0.124382, 0.326823, -0.936865, -0.471525, 0.375215, -0.798046
13224, 440.767, 0.986486, 1, 0.0541793, 0.0216694, -0.998296, -0.312853, 0.0800454, -0.946423, -0.125748, 0.324464, -0.937502, -0.470694, 0.374941, -0.798665
13225, 440.8, 0.984504, 1, 0.0712077, 0.0297728, -0.997017, -0.310733, 0.0771257, -0.947363, -0.105212, 0.332652, -0.937162, -0.46669, 0.373005, -0.801915
13226, 440.833, 0.985188, 1, 0.084568, 0.0158321, -0.996292, -0.289828, 0.0758309, -0.95407, -0.0998594, 0.323004, -0.941114, -0.453078, 0.377478, -0.807608
13227, 440.867, 0.984702, 1, 0.0540325, 0.0267473, -0.998181, -0.278174, 0.0660759, -0.958255, -0.127889, 0.336792, -0.932853, -0.442172, 0.371252, -0.81649
13228, 440.9, 0.98665, 1, 0.0989925, 0.0339193, -0.99451, -0.303558, 0.0791786, -0.949518, -0.0844822, 0.340706, -0.936366, -0.465934, 0.381036, -0.798572
13229, 440.933, 0.985589, 1, 0.0873129, 0.0317804, -0.995674, -0.311415, 0.100299, -0.944966, -0.0974977, 0.338673, -0.935839, -0.471897, 0.399163, -0.786119
13230, 440.967, 0.986807, 1, 0.134125, 0.0752179, -0.988106, -0.349108, 0.125496, -0.928641, -0.0699794, 0.387064, -0.919394, -0.523078, 0.425739, -0.738333
13231, 441, 0.983952, 1, 0.131263, -0.0122227, -0.991272, -0.404276, 0.14919, -0.902388, -0.0751346, 0.300293, -0.950883, -0.56458, 0.436434, -0.700553
13232, 441.033, 0.985876, 1, 0.161243, -0.00909643, -0.986873, -0.407016, 0.136521, -0.903161, -0.0490463, 0.305955, -0.950782, -0.571729, 0.428227, -0.699819
13233, 441.067, 0.985214, 1, 0.105291, 0.0540123, -0.992974, -0.321249, 0.205765, -0.92437, -0.0949198, 0.356794, -0.929348, -0.483126, 0.489461, -0.725959
13234, 441.1, 0.985787, 1, 0.0713955, 0.0564195, -0.995851, -0.315234, 0.127445, -0.940417, -0.11436, 0.360592, -0.925686, -0.475428, 0.421381, -0.772274
13235, 441.133, 0.985831, 1, 0.0564083, 0.0331412, -0.997858, -0.281597, 0.101068, -0.954195, -0.120794, 0.339656, -0.932761, -0.43853, 0.399168, -0.805206
13236, 441.167, 0.988063, 1, 0.0102015, -0.000125246, -0.999948, -0.335942, 0.0372025, -0.941148, -0.158408, 0.310453, -0.937297, -0.485091, 0.338473, -0.806302
13237, 441.2, 0.981065, 1, 0.0657948, 0.00266962, -0.99783, -0.349287, 0.0218165, -0.936762, -0.115132, 0.28114, -0.952736, -0.508181, 0.302661, -0.806318
13238, 441.233, 0.985821, 1, 0.0996514, 0.0198218, -0.994825, -0.339967, 0.0120551, -0.94036, -0.095639, 0.324655, -0.940985, -0.514986, 0.311411, -0.798632
13239, 441.267, 0.985843, 1, 0.0155779, 0.0151071, -0.999765, -0.356044, 0.0165846, -0.934322, -0.177568, 0.324252, -0.929156, -0.527966, 0.312696, -0.789603
13240, 441.3, 0.985502, 1, 0.0339639, 0.0195317, -0.999232, -0.346854, -0.000619908, -0.937919, -0.153673, 0.327621, -0.932228, -0.516465, 0.296127, -0.803475
13241, 441.333, 0.986858, 1, 0.0334381, 0.0147135, -0.999332, -0.332678, 0.0124147, -0.942959, -0.152478, 0.319638, -0.935191, -0.500752, 0.30592, -0.809728
13242, 441.367, 0.985594, 1, 0.0206078, 0.0274367, -0.999411, -0.322047, 0.0443792, -0.945683, -0.16131, 0.332363, -0.929254, -0.486008, 0.337306, -0.806238
13243, 441.4, 0.987997, 1, 0.0322062, -0.00293092, -0.999477, -0.352807, 0.0225768, -0.935424, -0.1404, 0.297942, -0.944202, -0.505225, 0.313504, -0.804029
13244, 441.433, 0.983087, 1, 0.0851582, 0.00682023, -0.996344, -0.30994, 0.000322337, -0.950756, -0.121159, 0.287446, -0.950103, -0.496926, 0.285004, -0.819657
13245, 441.467, 0.986402, 1, -0.0105867, -0.000817637, -0.999944, -0.318075, 0.0069257, -0.94804, -0.205535, 0.302949, -0.930579, -0.495149, 0.301785, -0.814711
13246, 441.5, 0.98766, 1, 0.00367153, 0.00257294, -0.99999, -0.339676, 0.0384697, -0.939755, -0.18908, 0.308048, -0.932392, -0.510357, 0.329916, -0.794161
13247, 441.533, 0.986959, 1, -0.00996588, 0.0115724, -0.999883, -0.334792, 0.0215288, -0.942046, -0.196955, 0.315661, -0.928206, -0.503374, 0.312689, -0.805507
13248, 441.567, 0.987395, 1, 0.0138646, 0.00641875, -0.999883, -0.344994, 0.0285125, -0.938172, -0.174416, 0.311971, -0.933945, -0.512548, 0.31896, -0.79722
13249, 441.6, 0.986802, 1, 0.0679793, 0.0198011, -0.99749, -0.366673, 0.0286548, -0.929909, -0.104261, 0.318433, -0.942194, -0.518576, 0.316794, -0.794179
13250, 441.633, 0.98183, 1, 0.0715521, 0.0328868, -0.996895, -0.305802, 0.0170878, -0.951942, -0.132696, 0.311717, -0.940864, -0.492232, 0.299309, -0.817387
13251, 441.667, 0.987027, 1, 0.0279961, 0.0286536, -0.999197, -0.331394, 0.00403497, -0.943484, -0.172394, 0.332526, -0.927204, -0.513825, 0.299718, -0.803836
13252, 441.7, 0.987414, 1, 0.0195568, 0.0246383, -0.999505, -0.338973, 0.0172062, -0.940639, -0.178001, 0.328004, -0.927755, -0.517032, 0.308809, -0.79832
13253, 441.733, 0.985924, 1, -0.0380507, 0.0229374, -0.999013, -0.330822, 0.0208899, -0.943462, -0.230279, 0.328667, -0.915942, -0.505865, 0.313734, -0.803537
13254, 441.767, 0.986807, 1, -0.0249052, 0.0211522, -0.999466, -0.338237, 0.0253675, -0.940719, -0.216183, 0.329798, -0.918966, -0.511019, 0.319171, -0.798116
13255, 441.8, 0.987744, 1, 0.0183209, 0.000391653, -0.999832, -0.314158, 0.0185692, -0.949189, -0.170367, 0.310466, -0.935193, -0.485096, 0.315943, -0.815391
13256, 441.833, 0.986644, 1, 0.00857552, 0.00988679, -0.999914, -0.322872, 0.0201088, -0.946229, -0.176698, 0.322642, -0.929882, -0.490721, 0.319516, -0.810619
13257, 441.867, 0.98645, 1, 0.0339023, 0.00620289, -0.999406, -0.335559, 0.0319156, -0.941478, -0.154627, 0.317151, -0.935685, -0.503629, 0.327848, -0.799295
13258, 441.9, 0.986413, 1, 0.0517267, 0.00580413, -0.998644, -0.340741, 0.0223121, -0.939892, -0.138685, 0.317467, -0.938073, -0.510541, 0.318941, -0.798514
13259, 441.933, 0.987014, 1, -0.00146004, 0.00914869, -0.999957, -0.333464, 0.0291403, -0.942312, -0.185223, 0.32109, -0.928759, -0.498548, 0.325951, -0.803247
13260, 441.967, 0.986042, 1, 0.0478753, -0.0115003, -0.998787, -0.349465, 0.0280694, -0.936529, -0.134779, 0.296987, -0.945322, -0.509641, 0.324487, -0.796853
13261, 442, 0.987403, 1, -0.0294467, 0.0305475, -0.999099, -0.344528, 0.0468164, -0.937608, -0.215802, 0.340483, -0.915151, -0.511393, 0.340834, -0.788866
13262, 442.033, 0.988272, 1, -0.0283154, 0.0269952, -0.999234, -0.321745, 0.0164509, -0.946684, -0.21515, 0.336022, -0.916951, -0.493238, 0.313514, -0.811434
13263, 442.067, 0.988425, 1, -0.0161816, 0.0114475, -0.999804, -0.326642, 0.0300179, -0.944671, -0.204225, 0.322991, -0.924105, -0.496325, 0.327509, -0.80399
13264, 442.1, 0.988557, 1, -0.0190759, 0.013971, -0.99972, -0.326693, 0.0449433, -0.944061, -0.207514, 0.326919, -0.921988, -0.49575, 0.342563, -0.798049
13265, 442.133, 0.987862, 1, 0.00659018, 0.00645763, -0.999957, -0.333189, 0.0411697, -0.941961, -0.184825, 0.315294, -0.930822, -0.503692, 0.334034, -0.796691
13266, 442.167, 0.986719, 1, 0.00238243, 0.00366106, -0.99999, -0.311913, 0.017246, -0.949954, -0.184801, 0.316297, -0.930486, -0.482316, 0.316894, -0.81667
13267, 442.2, 0.985673, 1, 0.0665174, -0.00540709, -0.997771, -0.33437, 0.0225015, -0.942173, -0.115142, 0.300341, -0.946857, -0.495819, 0.318702, -0.807832
13268, 442.233, 0.988878, 1, 0.0178947, 0.00834735, -0.999805, -0.316237, 0.0285688, -0.94825, -0.175247, 0.323226, -0.929954, -0.49062, 0.329617, -0.806625
13269, 442.267, 0.988064, 1, 0.0417588, 0.0132241, -0.99904, -0.325669, 0.042922, -0.944509, -0.150972, 0.318358, -0.935872, -0.497813, 0.333731, -0.800504
13270, 442.3, 0.988629, 1, 0.0680215, 0.0142531, -0.997582, -0.301943, 0.00562838, -0.953309, -0.128429, 0.319081, -0.938985, -0.482117, 0.300628, -0.822913
13271, 442.333, 0.98864, 1, 0.0317031, 0.0101404, -0.999446, -0.308295, 0.0217208, -0.951043, -0.161487, 0.319535, -0.933713, -0.484003, 0.318227, -0.815152
13272, 442.367, 0.990425, 1, 0.0402157, 0.0125455, -0.999112, -0.306916, 0.0430166, -0.950764, -0.150216, 0.321377, -0.934961, -0.478768, 0.337972, -0.810282
13273, 442.4, 0.988778, 1, 0.0496733, 0.0139073, -0.998669, -0.349944, 0.0294283, -0.936308, -0.145241, 0.325099, -0.93446, -0.522908, 0.322791, -0.788906
